ID,Site,Latitude_WGS84,Longitude_WGS84,Ecoregion_Level_3,MAP,MAT,Elevation_ft,Cumulative_Precip,Precip_since_monitor,Date_Seeded,Date_Monitored,Treatment,Sand_Category,Clay_Category,Relative_Seed_Mix,Plot,Seeded_Sps_Fx_Grp,Density,Height,Source
3413,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,11/15/2018,A.Control,low,high,NA,35,NA,1,10,Invasive
4256,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,14,NA,25,30,Native_Recruited
4301,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,35,NA,8,10,Invasive
4304,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,3,NA,7,50,Invasive
4306,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,23,NA,7,30,Native_Recruited
4317,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,3,NA,6,40,Native_Recruited
4329,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,35,NA,5,80,Invasive
4335,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,23,NA,5,60,Invasive
4338,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,35,NA,5,50,Invasive
4365,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,35,NA,4,30,Native_Recruited
4379,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,35,NA,3,80,Invasive
4383,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,14,NA,3,60,Invasive
4385,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,14,NA,3,60,Invasive
4406,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,23,NA,3,15,Invasive
4409,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,3,NA,3,10,Invasive
4410,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,35,NA,3,10,Invasive
4417,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,23,NA,2,100,Invasive
4430,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,23,NA,2,40,Invasive
4436,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,14,NA,2,30,Invasive
4440,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,35,NA,2,30,Invasive
4457,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,23,NA,2,15,Native_Recruited
4465,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,3,NA,2,10,Native_Recruited
4466,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,14,NA,2,10,Invasive
4501,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,3,NA,1,45,Invasive
4515,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,14,NA,1,30,Invasive
4516,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,14,NA,1,30,Invasive
4517,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,35,NA,1,30,Invasive
4534,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,35,NA,1,20,Native_Recruited
4540,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,3,NA,1,20,Invasive
4579,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,35,NA,1,10,Invasive
4584,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,144.7679999,8.9679999,9/5/2018,12/3/2018,A.Control,low,high,NA,14,NA,1,10,Invasive
9205,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,14,NA,27,300,Native_Recruited
9231,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,35,NA,11,800,Invasive
9239,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,35,NA,10,80,Invasive
9243,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,23,NA,9,200,Native_Recruited
9254,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,3,NA,7,300,Native_Recruited
9257,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,35,NA,7,150,Native_Recruited
9263,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,23,NA,6,800,Invasive
9297,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,3,NA,4,600,Invasive
9300,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,23,NA,4,400,Native_Recruited
9304,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,35,NA,4,50,Native_Recruited
9307,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,23,NA,4,20,Invasive
9311,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,14,NA,3,800,Invasive
9316,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,3,NA,3,200,Invasive
9329,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,14,NA,2,500,Invasive
9348,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,14,NA,2,50,Invasive
9385,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,3,NA,1,300,Native_Recruited
9400,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,35,NA,1,150,Native_Recruited
9403,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,23,NA,1,120,Invasive
9408,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,3,NA,1,80,Invasive
9419,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,14,NA,1,40,Invasive
9436,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,391.8550001,214.1550001,9/5/2018,3/28/2019,A.Control,low,high,NA,14,NA,1,20,Invasive
11990,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,412.5029998,20.6029998,9/5/2018,6/20/2019,A.Control,low,high,NA,3,NA,0,0,empty
11991,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,412.5029998,20.6029998,9/5/2018,6/20/2019,A.Control,low,high,NA,14,NA,0,0,empty
11992,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,412.5029998,20.6029998,9/5/2018,6/20/2019,A.Control,low,high,NA,23,NA,0,0,empty
11993,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,412.5029998,20.6029998,9/5/2018,6/20/2019,A.Control,low,high,NA,35,NA,0,0,empty
351,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,0.952000022,0.95,9/5/2018,9/25/2018,ConMod,low,high,Cool,6,NA,0,0,empty
352,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,0.952000022,0.95,9/5/2018,9/25/2018,ConMod,low,high,Warm,9,NA,0,0,empty
353,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,0.952000022,0.95,9/5/2018,9/25/2018,ConMod,low,high,Cool,12,NA,0,0,empty
354,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,0.952000022,0.95,9/5/2018,9/25/2018,ConMod,low,high,Warm,18,NA,0,0,empty
355,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,0.952000022,0.95,9/5/2018,9/25/2018,ConMod,low,high,Cool,21,NA,0,0,empty
356,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,0.952000022,0.95,9/5/2018,9/25/2018,ConMod,low,high,Warm,27,NA,0,0,empty
357,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,0.952000022,0.95,9/5/2018,9/25/2018,ConMod,low,high,Cool,30,NA,0,0,empty
358,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,0.952000022,0.95,9/5/2018,9/25/2018,ConMod,low,high,Warm,34,NA,0,0,empty
854,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Cool,12,NA,67,19,Native_Recruited
862,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Cool,6,NA,33,18,Native_Recruited
863,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,9,NA,32,18,Native_Recruited
867,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,27,NA,29,16,Native_Recruited
869,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Cool,12,NA,29,4,Invasive
871,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,27,NA,28,2,Invasive
874,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,18,NA,25,17,Native_Recruited
877,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Cool,21,NA,22,16,Native_Recruited
880,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Cool,30,NA,20,2,Invasive
887,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,34,NA,17,4,Invasive
894,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Cool,30,NA,13,17,Native_Recruited
895,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,18,NA,13,2,Invasive
901,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,9,NA,10,2,Invasive
903,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,34,NA,9,16,Native_Recruited
905,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Cool,6,NA,8,3,Invasive
906,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Cool,12,NA,7,5,Native_Recruited
911,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Cool,21,NA,6,3,Invasive
917,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Cool,30,NA,5,3,Invasive
924,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Cool,21,NA,4,2,Invasive
937,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,34,NA,1,37,Invasive
938,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,27,unknown,1,34,Seeded
943,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,27,NA,1,14,Invasive
945,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,18,NA,1,8,Invasive
948,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,9,shrub,1,4,Seeded
950,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,9,NA,1,4,Invasive
954,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,107.1170001,106.1670001,9/5/2018,10/10/2018,ConMod,low,high,Warm,34,perennial forb,1,2,Seeded
1983,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,27,NA,32,18,Native_Recruited
1985,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,9,NA,28,24,Native_Recruited
1988,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,6,NA,25,31,Native_Recruited
1990,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,18,NA,24,21,Native_Recruited
2002,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,27,NA,17,16,Invasive
2004,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,30,NA,16,15,Native_Recruited
2006,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,30,NA,15,25,Invasive
2008,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,12,NA,12,39,Invasive
2014,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,34,NA,10,14,Invasive
2016,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,27,NA,9,62,Invasive
2026,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,18,NA,7,34,Invasive
2027,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,9,NA,7,17,Invasive
2030,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,30,NA,7,12,Invasive
2032,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,34,NA,6,24,Invasive
2036,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,6,NA,6,5,Invasive
2041,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,27,NA,5,18,Invasive
2045,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,21,NA,5,8,Invasive
2050,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,12,NA,4,21,Invasive
2056,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,18,NA,4,8,Invasive
2058,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,6,NA,4,7,Invasive
2059,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,27,NA,3,71,Invasive
2071,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,18,perennial forb,3,9,Seeded
2076,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,21,NA,2,73,Invasive
2082,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,18,NA,2,22,Invasive
2093,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,34,NA,2,8,Native_Recruited
2095,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,21,NA,2,6,Invasive
2096,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,6,NA,2,2,Invasive
2098,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,34,NA,1,75,Invasive
2103,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,9,NA,1,55,Invasive
2113,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,12,NA,1,24,Invasive
2115,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,30,NA,1,24,Invasive
2122,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,21,NA,1,13,Invasive
2123,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,12,NA,1,13,Invasive
2135,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Cool,21,NA,1,6,Invasive
2136,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,9,shrub,1,6,Seeded
2137,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,18,NA,1,6,Invasive
2138,Agua Fria NM,34.171598,-112.122006,Arizona/New Mexico Mountains,455.05,18.5,3300,135.7939997,28.6939997,9/5/2018,10/26/2018,ConMod,low,high,Warm,9,perennial forb,1,5,Seeded
